DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,34,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test024
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getEvent,349,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test059
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getExpandoBridge,426,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test110
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,getExpandoBridge,426,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getExpandoBridge,426,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test058
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getFileId,241,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test083
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator,getFileId,241,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test057
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getFileId,241,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test057
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsMutator,getFileUuid,259,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test054
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getFileUuid,259,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test095
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getFileUuid,259,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test054
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,getModelAttributes,48,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,getModelAttributes,49,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,getModelAttributes,50,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,getModelAttributes,51,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,getModelAttributes,52,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,getModelAttributes,53,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,getModelAttributes,54,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,getModelAttributes,55,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,getModelAttributes,56,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,getModelAttributes,57,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,getModelAttributes,58,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,getModelAttributes,59,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,getModelAttributes,60,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,getModelAttributes,46,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test060
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,48,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,48,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,48,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,49,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,49,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,49,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,50,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,50,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,51,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,51,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,52,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,52,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,52,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,53,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,53,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,54,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,54,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,54,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,55,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,55,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,55,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,56,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,56,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,57,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,57,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,58,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test060
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,58,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,59,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,59,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,60,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test032
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,60,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,getModelAttributes,62,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getModelAttributes,62,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test129
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,getModelClass,38,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test123
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getModelClass,38,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test123
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsMutator,getModelClassName,42,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test116
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelClassName,42,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test116
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getModelClassName,42,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test116
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModifiedDate,223,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test099
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,getModifiedDate,223,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test052
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getModifiedDate,223,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test052
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsMutator,getName,313,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test049
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getName,313,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test081
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getName,313,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test049
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getParentFolderId,295,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test047
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator,getParentFolderId,295,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test047
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getParentFolderId,295,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test047
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getPrimaryKey,151,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test130
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator,getPrimaryKey,151,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test045
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getPrimaryKey,151,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test045
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getPrimaryKeyObj,418,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test124
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,getPrimaryKeyObj,418,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test042
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getPrimaryKeyObj,418,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test041
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getRepositoryId,277,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test085
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator,getRepositoryId,277,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test039
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getRepositoryId,277,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test038
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getSyncId,169,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test087
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator,getSyncId,169,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test036
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getSyncId,169,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test036
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsMutator,getType,367,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test033
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getType,367,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test080
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getType,367,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test033
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsMutator,getVersion,385,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test030
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getVersion,385,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test089
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getVersion,385,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test030
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,getWrappedDLSync,475,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test029
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getWrappedDLSync,475,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test114
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,getWrappedModel,479,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test028
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getWrappedModel,479,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test121
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,hashCode,446,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator,hashCode,446,SURVIVED,none
