DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,34,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test18
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,getModelAttributes,58,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,getModelAttributes,59,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,getModelAttributes,60,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,getModelAttributes,46,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,48,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,48,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,48,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,49,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,49,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,49,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,50,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,50,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,51,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,51,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,52,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,52,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,52,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,53,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,53,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,54,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,54,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,54,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,55,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,55,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,55,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,56,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,56,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,57,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,57,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,58,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,58,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,59,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,59,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,60,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelAttributes,60,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,getModelAttributes,62,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getModelAttributes,62,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,getModelClass,38,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test26
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getModelClass,38,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test26
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsMutator,getModelClassName,42,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test21
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModelClassName,42,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test21
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getModelClassName,42,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test21
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getModifiedDate,223,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,getModifiedDate,223,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getModifiedDate,223,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test31
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsMutator,getName,313,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getName,313,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getName,313,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getParentFolderId,295,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test08
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator,getParentFolderId,295,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getParentFolderId,295,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getPrimaryKey,151,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator,getPrimaryKey,151,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getPrimaryKey,151,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test32
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getPrimaryKeyObj,418,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,getPrimaryKeyObj,418,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getPrimaryKeyObj,418,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test27
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getRepositoryId,277,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator,getRepositoryId,277,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getRepositoryId,277,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getSyncId,169,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator,getSyncId,169,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getSyncId,169,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsMutator,getType,367,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getType,367,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getType,367,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsMutator,getVersion,385,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,getVersion,385,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getVersion,385,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,getWrappedDLSync,475,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test19
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getWrappedDLSync,475,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test19
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,getWrappedModel,479,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test24
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getWrappedModel,479,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test24
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,hashCode,446,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator,hashCode,446,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,hashCode,446,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.BooleanFalseReturnValsMutator,isCachedModel,406,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.BooleanTrueReturnValsMutator,isCachedModel,406,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test30
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,isCachedModel,406,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,isCachedModel,406,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test30
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.BooleanFalseReturnValsMutator,isEscapedModel,414,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.BooleanTrueReturnValsMutator,isEscapedModel,414,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test34
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,isEscapedModel,414,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,isEscapedModel,414,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test34
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.BooleanFalseReturnValsMutator,isNew,398,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test25
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.BooleanTrueReturnValsMutator,isNew,398,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,isNew,398,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test25
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,isNew,398,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test25
